parent_family,parent_directory,structure,pocc_index,hnf_group,configuration_index,auid,aurl,compound,species,species_pp,composition,natoms,energy_atom_ev,enthalpy_atom_ev,pearson_symbol_relax,spacegroup_relax,aflow_version,aflowlib_version
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_41_H3C4,41,3,4,s4e:fb5cfe9e5ddfa6ea,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_41_H3C4,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.60032,-9.60032,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_42_H3C5,42,3,5,s4e:19c263c19454bd25,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_42_H3C5,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.77051,-9.77051,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_43_H3C6,43,3,6,s4e:4edcc84e39ce5065,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_43_H3C6,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.84753,-9.84753,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_44_H3C7,44,3,7,s4e:0ffc671218e51356,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_44_H3C7,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.80287,-9.80287,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_45_H3C8,45,3,8,s4e:acb6c4df8e0e95f8,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_45_H3C8,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74869,-9.74869,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_46_H3C10,46,3,10,s4e:2d05325fdeca0efa,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_46_H3C10,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.76162,-9.76162,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_47_H3C12,47,3,12,s4e:b3400ae164395029,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_47_H3C12,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.83553,-9.83553,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_48_H3C14,48,3,14,s4e:50f7dafc4dc1af5a,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_48_H3C14,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.81739,-9.81739,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
fcc,A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_49_H4C0,49,4,0,s4e:794a9e151311bf76,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cF4_225_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_49_H4C0,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.8153,-9.8153,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_01_H0C0,1,0,0,s4e:edd23fbb25b7135c,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_01_H0C0,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.75809,-9.75809,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_02_H0C1,2,0,1,s4e:cae9e52b4d75ba91,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_02_H0C1,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.7367,-9.7367,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_03_H0C2,3,0,2,s4e:a06b678460d2715e,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_03_H0C2,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.75468,-9.75468,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_04_H0C3,4,0,3,s4e:9db545b1342ae42c,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_04_H0C3,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74404,-9.74404,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_05_H0C4,5,0,4,s4e:19af6301dcc71267,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_05_H0C4,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.71403,-9.71403,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_06_H0C5,6,0,5,s4e:87941ae2b4365896,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_06_H0C5,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.71842,-9.71842,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_07_H0C6,7,0,6,s4e:da70ef039fb9dfb7,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_07_H0C6,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.7751,-9.7751,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_08_H0C7,8,0,7,s4e:582202a77d04f32a,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_08_H0C7,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.73026,-9.73026,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_09_H0C8,9,0,8,s4e:3e3e518ab90eec84,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_09_H0C8,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74447,-9.74447,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_10_H0C10,10,0,10,s4e:34b2433d3c5ddf2d,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_10_H0C10,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.73038,-9.73038,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_11_H0C12,11,0,12,s4e:305753944cc84668,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_11_H0C12,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.76781,-9.76781,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_12_H0C14,12,0,14,s4e:cadb9e1047111980,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_12_H0C14,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74509,-9.74509,oF20,42,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_13_H1C0,13,1,0,s4e:6955528b65c13a2c,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_13_H1C0,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.7945,-9.7945,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_14_H1C1,14,1,1,s4e:b0d633c34518105a,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_14_H1C1,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.7749,-9.7749,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_15_H1C2,15,1,2,s4e:18d0eb84d8f2ef42,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_15_H1C2,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.78322,-9.78322,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_16_H1C3,16,1,3,s4e:b4abb53d71bac8fa,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_16_H1C3,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.78624,-9.78624,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_17_H1C4,17,1,4,s4e:c0ba4b6ba099a620,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_17_H1C4,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.78592,-9.78592,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_18_H1C5,18,1,5,s4e:f5693b9114e540db,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_18_H1C5,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.7898,-9.7898,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_19_H1C6,19,1,6,s4e:49650a8fb023e8f6,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_19_H1C6,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.80464,-9.80464,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_20_H1C7,20,1,7,s4e:23032f109792bda7,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_20_H1C7,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.76782,-9.76782,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_21_H1C8,21,1,8,s4e:90e20be09d157273,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_21_H1C8,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.77495,-9.77495,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_22_H1C10,22,1,10,s4e:948aeefc31826614,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_22_H1C10,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.77317,-9.77317,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_23_H1C12,23,1,12,s4e:bebda9a6614d554b,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_23_H1C12,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.79644,-9.79644,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_24_H1C14,24,1,14,s4e:1cbf74d867a9680c,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_24_H1C14,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.77927,-9.77927,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_25_H2C0,25,2,0,s4e:6ada8a03b936fc85,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_25_H2C0,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.83969,-9.83969,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_26_H2C1,26,2,1,s4e:10fb3f0efaca7aaf,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_26_H2C1,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.8134,-9.8134,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_27_H2C2,27,2,2,s4e:308b630a0f042fe1,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_27_H2C2,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.76061,-9.76061,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_28_H2C3,28,2,3,s4e:1ebeb564475d176d,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_28_H2C3,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.77296,-9.77296,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_29_H2C4,29,2,4,s4e:624a7af24ed3a7f1,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_29_H2C4,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.76823,-9.76823,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_30_H2C5,30,2,5,s4e:58c0a1aa0222bcc9,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_30_H2C5,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.77055,-9.77055,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_31_H2C6,31,2,6,s4e:4fc228946ef9c91a,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_31_H2C6,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.84752,-9.84752,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_32_H2C7,32,2,7,s4e:784174a1d725c545,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_32_H2C7,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.80285,-9.80285,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
